turbidity,tds,temp,ph,inFlowLpm,outFlowLpm,label
4.746,212,33.1,7.03,1.128,0.586,med
2.405,171,26.8,6.72,1.046,0.756,med
4.095,338,38.2,5.16,0.249,0.945,max
4.634,109,25.0,7.04,0.546,0.588,med
3.49,151,28.3,6.22,0.407,0.133,max
4.072,322,22.6,5.95,0.722,0.97,max
4.387,199,36.2,7.04,0.586,0.347,med
6.494,261,35.7,5.77,0.777,1.138,med
3.472,151,27.1,11.62,0.485,0.145,max
4.517,80,24.7,7.69,0.656,0.667,med
4.725,244,26.8,7.04,0.791,0.524,max
2.857,196,24.3,9.83,0.176,0.171,max
3.731,247,42.7,10.15,0.686,0.309,max
2.363,103,35.4,5.35,0.197,1.142,max
5.382,199,35.1,9.76,0.692,0.283,max
3.845,337,21.0,7.04,1.108,0.727,max
4.905,134,32.8,7.79,1.168,0.636,max
3.205,117,30.8,8.72,0.293,0.946,med
2.26,183,33.8,6.31,0.86,0.848,med
4.83,267,29.0,9.23,0.91,0.582,max
0.757,10,24.8,6.95,0.894,0.779,min
7.482,411,42.1,4.59,0.179,0.135,max
4.758,127,31.5,6.28,0.81,0.759,med
2.5,144,40.6,5.91,0.373,0.933,max
4.388,55,28.6,6.65,1.144,0.583,med
4.601,332,33.4,6.62,0.438,0.177,med
3.168,406,28.3,4.14,0.918,0.8,max
5.703,118,21.9,7.2,0.105,0.4,med
0.693,18,24.6,7.47,1.178,0.94,min
4.33,86,34.6,5.99,0.881,0.848,med
3.246,87,36.6,8.06,0.547,0.597,max
4.351,164,22.8,7.59,0.149,0.592,max
4.05,162,32.8,6.8,0.556,0.718,med
4.815,204,28.9,7.99,0.536,0.316,max
4.686,308,21.4,7.29,0.386,0.454,max
3.556,237,37.3,7.24,0.845,1.067,max
2.723,239,22.3,6.25,1.127,0.67,max
5.1,255,34.7,5.26,0.841,0.317,max
2.015,185,31.4,6.9,0.544,0.629,med
3.228,386,31.1,4.89,1.033,0.814,med
5.176,47,29.9,8.81,0.886,0.483,max
4.205,291,33.9,6.57,0.284,0.732,med
4.688,340,27.2,6.55,0.604,0.957,med
5.92,318,37.9,5.75,1.044,0.196,max
4.809,207,22.8,6.99,0.112,0.549,max
4.097,144,39.8,7.89,0.455,0.996,med
0.386,10,20.3,7.49,0.929,1.074,min
4.861,302,33.2,7.1,0.3,0.681,max
4.904,127,23.1,5.95,0.258,0.67,max
3.778,348,26.9,7.04,1.197,0.723,max
4.613,146,23.4,6.27,0.753,0.895,med
3.173,181,37.7,9.62,0.444,0.79,max
3.96,317,30.3,7.58,0.271,0.874,med
4.679,199,23.0,8.13,0.861,0.808,med
4.897,440,41.9,4.91,1.102,0.56,med
8.913,202,44.0,4.28,0.278,0.437,max
5.051,283,22.5,5.63,0.636,0.292,med
3.143,146,43.6,3.85,0.662,0.484,max
4.216,238,20.0,6.59,0.317,0.923,max
0.237,40,24.2,7.01,0.803,0.865,min
4.721,220,24.3,8.28,0.178,0.808,med
3.395,169,36.7,7.7,0.488,0.28,med
3.508,156,32.3,8.46,0.286,0.351,max
9.596,212,43.0,3.99,0.49,0.268,max
3.68,209,26.3,7.04,0.82,0.856,max
9.18,487,35.4,4.45,0.213,0.162,max
2.356,296,35.5,6.54,0.577,0.233,max
2.096,313,42.2,5.55,1.022,0.411,max
4.256,170,43.9,11.91,0.292,0.806,max
4.745,248,44.5,6.04,0.979,0.863,med
4.856,135,29.9,5.33,0.417,1.085,med
3.529,240,37.4,8.24,0.176,0.632,med
4.71,271,35.4,7.27,0.487,0.376,med
0.734,30,24.8,6.87,0.914,1.097,min
4.246,224,20.9,8.22,0.612,1.014,max
2.952,205,28.7,6.66,0.957,0.154,max
3.837,98,20.6,7.04,0.23,0.184,max
3.504,199,25.2,7.58,0.25,0.373,max
1.574,51,30.9,6.62,0.554,0.833,med
2.731,321,20.3,4.69,1.109,0.947,max
3.084,104,44.5,7.9,0.706,0.243,max
4.306,320,22.6,7.5,0.885,0.411,med
4.107,187,39.9,5.69,0.777,0.544,max
2.998,341,42.3,7.04,0.84,0.513,max
4.267,108,42.4,7.04,0.439,0.881,max
2.22,90,30.6,7.67,0.879,0.492,med
3.861,186,20.5,6.35,0.463,0.102,med
4.335,173,35.8,6.21,1.121,0.957,max
3.77,236,27.0,8.8,0.591,0.325,max
0.439,11,21.8,6.57,0.81,0.804,min
4.245,195,41.7,8.43,0.67,1.035,max
4.318,305,32.4,9.81,0.589,1.028,max
5.393,224,32.0,7.15,0.642,0.685,med
3.699,113,20.6,7.6,0.316,0.108,max
9.032,259,37.2,3.77,0.322,0.285,max
3.342,171,36.8,7.51,0.461,0.997,max
4.152,198,30.9,7.86,0.215,0.507,max
4.275,107,30.3,6.97,0.574,0.595,med
4.566,188,32.4,8.73,1.107,0.2,max
3.593,192,22.4,5.93,1.097,0.379,med
3.713,227,41.3,7.04,0.61,0.6,max
4.817,291,40.0,7.39,0.799,0.784,max
4.337,274,29.2,6.68,0.369,0.197,med
0.377,37,23.2,7.35,1.063,0.977,min
4.754,153,28.2,7.98,0.54,0.493,med
4.197,242,31.3,6.04,0.692,0.824,max
3.719,74,38.7,7.68,0.427,0.261,med
3.771,127,26.1,6.58,1.176,0.693,max
3.38,264,42.2,6.44,0.392,0.76,med
0.139,43,24.9,7.47,1.1,0.802,min
4.034,249,36.9,7.89,0.986,0.272,max
4.166,170,24.7,7.81,0.538,0.663,med
4.3,176,37.0,7.62,1.003,0.173,med
4.406,344,33.7,7.04,0.96,0.59,max
0.277,6,20.9,7.08,0.969,1.107,min
2.292,384,32.2,4.92,0.413,0.566,max
0.297,44,21.9,7.04,1.163,1.0,min
5.978,218,35.5,3.43,0.189,0.9,med
4.432,190,27.8,5.06,0.37,1.041,max
1.633,51,30.2,6.82,0.788,0.806,med
6.218,497,35.7,5.47,0.491,0.368,max
4.165,175,28.7,7.04,1.116,0.474,med
3.579,77,25.9,5.75,0.764,0.756,med
3.077,181,29.5,7.04,0.471,0.22,med
0.294,48,24.9,7.15,0.88,1.022,min
3.514,126,42.9,8.05,0.176,0.389,max
3.679,392,22.0,2.93,0.542,0.95,max
3.75,244,32.6,8.38,0.682,0.602,med
3.389,180,32.0,5.8,0.861,0.477,med
3.267,113,37.2,7.04,0.896,0.847,max
4.769,235,21.3,3.83,0.272,0.117,max
3.271,212,38.0,6.39,1.096,0.261,med
4.345,217,27.4,7.04,0.98,0.237,med
12.711,292,42.7,3.81,0.116,0.159,max
12.021,339,45.9,3.39,0.295,0.222,max
4.196,135,30.4,4.91,1.054,0.398,max
3.118,211,39.3,8.84,0.81,0.314,max
11.493,360,41.1,3.97,0.455,0.408,max
4.898,243,36.8,6.93,0.381,0.822,max
0.846,37,23.5,7.2,0.944,0.867,min
5.772,391,38.6,10.39,0.655,0.382,max
2.277,161,23.9,11.39,1.113,0.257,max
0.524,23,24.6,6.86,1.032,1.003,min
2.848,330,40.9,8.54,1.185,1.01,max
5.101,143,44.7,5.73,0.259,0.378,med
5.07,328,30.8,4.87,1.145,0.299,med
3.198,271,43.9,7.04,0.281,0.227,max
3.787,293,44.5,4.24,0.438,0.202,med
19.659,272,44.3,5.1,0.32,0.111,max
5.805,415,41.1,5.12,0.253,0.117,max
3.939,224,31.3,5.65,0.531,0.755,med
0.883,32,24.0,6.98,0.847,0.8,min
3.437,141,40.7,9.08,1.18,0.856,max
2.936,265,40.1,8.47,0.428,0.132,max
4.009,242,24.5,4.69,1.015,0.86,max
2.925,177,26.7,8.85,0.238,0.924,max
15.161,369,48.8,3.97,0.126,0.058,max
4.682,267,23.4,6.39,0.625,0.81,max
3.778,436,22.9,5.61,0.429,0.914,med
3.789,311,28.8,7.27,0.632,0.239,med
3.614,266,22.0,7.06,0.52,0.182,med
0.336,13,22.3,6.85,1.033,0.781,min
5.127,287,29.2,7.38,0.316,0.992,max
4.689,222,33.7,5.87,0.49,0.262,max
3.99,111,27.6,5.28,0.844,0.38,med
4.09,205,28.1,7.04,0.925,0.913,max
3.68,306,31.3,6.11,0.49,0.855,med
4.489,210,34.7,6.72,0.563,0.979,med
5.021,391,38.4,5.68,0.94,0.359,med
0.924,42,24.2,6.97,0.966,0.859,min
4.119,284,20.0,7.04,0.339,0.283,med
3.62,196,34.2,7.94,0.418,0.729,med
3.907,312,22.0,7.04,0.217,0.977,max
4.454,237,29.0,7.5,0.522,0.97,max
3.326,186,25.5,8.18,0.695,0.587,med
2.573,106,35.6,8.14,0.927,0.097,max
4.028,198,23.5,6.02,0.475,0.582,max
4.154,116,39.1,6.28,0.755,0.903,med
0.752,22,22.4,7.13,1.149,1.144,min
0.359,9,23.4,6.94,0.849,0.948,min
3.916,248,32.3,8.58,0.544,0.615,max
4.361,243,44.1,7.25,0.508,0.382,max
3.464,189,29.2,7.37,1.129,0.443,med
15.759,374,46.6,5.16,0.283,0.24,max
3.654,167,26.9,8.97,0.146,0.434,max
3.585,114,39.7,7.6,0.343,0.447,med
3.67,270,33.9,8.66,0.759,0.965,max
2.276,56,33.9,7.04,0.648,0.683,max
4.585,270,34.2,7.53,0.601,0.166,max
3.966,213,39.7,7.22,0.104,0.574,med
3.575,328,25.7,7.04,0.499,0.857,med
0.725,40,21.4,6.68,1.1,1.073,min
4.142,256,29.2,7.04,0.623,0.298,max
16.134,250,35.0,3.17,0.39,0.422,max
4.754,232,44.3,8.59,1.197,1.104,max
5.026,121,32.7,7.04,0.936,0.23,max
4.963,150,43.6,6.5,0.604,0.765,max
4.113,184,35.3,10.21,1.178,0.78,max
0.474,9,23.2,6.72,1.048,1.01,min
4.775,59,31.1,5.69,0.65,0.772,med
3.694,200,34.5,7.04,0.88,0.959,med
0.726,42,21.1,6.6,0.809,1.007,min
4.176,211,40.3,6.0,1.063,1.119,med
3.552,248,35.0,6.44,0.267,0.24,med
4.825,250,33.3,6.55,0.41,1.092,med
0.18,21,21.3,6.74,1.189,0.907,min
3.855,184,25.9,7.73,0.83,0.967,max
3.964,89,38.1,10.2,1.063,0.181,max
4.182,149,20.1,10.03,0.742,0.402,max
3.818,208,27.6,7.04,0.156,0.215,max
3.841,194,34.7,7.46,0.136,0.161,max
5.507,440,44.1,5.86,0.316,0.399,med
3.57,281,27.0,7.04,1.067,1.053,max
2.915,171,32.3,6.62,0.169,0.909,max
4.401,192,21.2,5.66,0.22,0.816,max
3.17,218,40.9,6.95,0.696,0.618,max
0.467,10,21.4,6.86,1.058,0.978,min
3.92,88,22.6,7.57,0.996,0.111,med
4.239,127,24.0,7.88,0.713,0.886,max
4.436,475,20.2,4.67,0.653,0.293,med
3.823,174,25.8,6.71,0.833,0.431,med
3.925,394,30.6,6.11,0.861,0.528,max
3.095,307,39.9,6.42,1.171,0.607,max
3.237,206,27.7,7.04,0.382,0.932,max
3.744,240,35.0,7.04,0.284,0.134,med
3.374,134,21.1,7.92,0.543,0.754,max
3.862,204,42.6,7.35,0.384,0.718,max
10.906,382,40.6,4.86,0.191,0.073,max
3.771,276,35.9,7.04,0.482,0.539,max
3.86,222,41.9,4.71,0.555,0.329,max
3.086,225,25.7,4.57,0.774,0.175,med
1.387,109,32.8,6.01,0.722,0.743,med
4.109,452,35.3,7.04,0.81,0.818,med
2.14,185,32.3,7.51,0.507,0.835,med
3.396,179,36.1,7.06,0.144,0.293,med
4.509,281,28.1,6.24,0.243,0.454,max
4.208,148,37.1,7.54,0.184,0.851,med
3.534,163,38.7,6.74,0.914,0.367,max
2.011,73,40.9,4.3,0.207,0.459,min
2.614,133,23.1,4.33,0.691,0.833,max
4.411,133,42.3,7.04,0.401,0.172,max
2.861,275,32.3,4.81,0.209,0.506,max
4.082,132,40.0,8.92,0.996,0.722,max
0.692,45,23.5,6.65,1.031,0.993,min
5.459,171,27.3,7.04,0.513,0.176,max
3.501,235,25.0,6.74,0.2,0.105,max
2.628,180,28.4,8.4,0.528,0.942,max
6.308,79,42.3,6.45,0.357,0.433,med
3.962,334,35.3,5.09,0.699,0.96,med
3.454,309,23.0,8.34,0.162,0.893,max
2.637,183,39.8,6.46,1.158,0.166,max
4.196,221,37.2,7.48,0.96,0.504,med
3.878,108,22.9,7.18,0.828,0.384,max
4.399,230,22.8,6.99,1.009,0.508,max
3.386,214,35.9,9.92,0.39,0.589,max
4.563,201,29.4,6.94,0.19,0.974,med
2.367,202,43.9,6.98,0.642,1.057,med
3.968,325,29.7,7.26,0.692,1.107,med
4.155,266,23.2,5.77,0.756,1.095,med
4.62,188,27.8,6.82,0.585,0.848,med
4.371,371,28.2,5.82,0.475,0.941,max
4.456,281,21.6,7.04,0.118,0.509,max
3.578,196,33.9,5.39,0.158,0.118,max
2.165,190,26.9,6.57,0.849,0.787,med
16.123,364,48.0,4.38,0.314,0.128,max
4.287,189,39.1,7.04,0.168,0.545,max
4.067,270,37.2,7.04,0.605,0.811,med
0.437,10,22.8,7.19,1.12,0.83,min
3.981,142,32.4,5.6,0.835,0.698,med
3.849,184,30.9,5.98,0.782,0.461,max
4.965,154,21.6,6.74,0.515,0.364,med
2.16,134,31.6,7.68,0.755,0.754,med
4.289,122,27.7,7.48,0.681,0.523,med
3.427,145,35.6,8.52,0.415,0.971,max
3.086,187,22.6,9.69,0.698,0.757,max
1.447,107,29.0,6.42,0.548,0.618,med
3.038,58,34.7,6.07,0.622,0.572,med
4.17,178,27.9,7.04,0.656,0.251,max
4.359,222,40.2,6.73,0.843,0.578,max
3.13,205,36.3,6.85,0.858,0.964,max
3.05,191,36.1,4.88,1.154,0.362,med
2.422,82,34.9,6.64,0.775,0.506,med
4.072,90,34.9,9.72,1.109,0.737,med
4.17,228,33.3,6.16,0.303,0.865,med
5.15,207,30.8,7.04,0.162,0.374,med
4.664,163,42.4,7.04,1.029,0.155,max
3.837,228,26.0,4.92,0.518,0.205,max
11.976,268,45.6,5.3,0.27,0.187,max
3.379,186,33.9,3.99,0.532,0.967,med
3.279,115,41.8,6.28,0.356,0.595,max
1.807,126,24.1,5.52,0.588,0.465,med
3.323,268,34.3,5.74,0.121,0.211,max
1.813,247,43.7,5.36,0.213,0.526,med
3.713,50,30.8,6.39,0.818,0.487,med
3.021,166,21.5,8.07,0.428,0.419,med
2.643,389,29.5,7.04,0.786,0.185,max
4.525,284,30.5,8.38,0.606,1.013,med
4.705,205,32.6,6.14,0.786,0.212,max
2.865,116,44.1,7.89,0.181,0.919,max
0.865,32,21.7,6.85,1.09,1.109,min
4.613,224,41.7,6.51,0.433,0.335,med
3.612,214,26.4,7.74,0.576,0.369,med
5.99,235,29.5,7.03,0.214,0.168,max
4.241,161,44.2,5.77,0.29,0.613,max
4.948,129,20.9,1.43,0.68,0.769,max
5.555,321,37.4,9.91,0.362,0.555,max
3.362,277,21.7,8.2,0.985,0.525,med
2.484,156,36.9,5.8,0.242,0.567,med
4.525,157,32.6,9.16,0.101,0.134,med
3.91,136,38.7,7.16,1.163,0.641,max
4.894,300,32.1,4.47,1.135,0.866,max
0.924,43,24.1,6.76,0.868,1.017,min
3.703,183,20.3,7.51,0.899,0.125,max
3.792,154,33.4,6.56,0.825,0.202,max
2.847,426,33.0,7.04,0.936,0.443,max
0.753,23,22.1,7.24,0.896,0.794,min
2.926,107,31.0,7.26,0.502,0.517,med
3.804,286,37.8,7.4,0.547,0.9,max
3.149,88,42.3,7.4,1.091,0.432,max
2.384,57,24.3,6.56,0.534,0.693,med
2.353,159,24.6,3.72,0.728,0.613,max
4.103,204,21.0,7.04,1.179,0.935,max
2.894,54,29.6,7.91,0.654,0.466,med
5.247,216,31.9,8.08,0.374,0.958,max
4.532,139,26.1,7.24,0.872,0.746,max
4.724,231,20.3,6.73,0.775,0.911,max
2.752,152,38.7,8.93,0.929,0.608,max
0.866,23,21.4,7.09,1.165,0.834,min
3.99,299,30.5,6.96,0.341,0.835,med
5.325,134,37.2,7.04,0.302,0.154,max
3.77,226,35.1,5.19,0.644,0.914,med
4.343,126,23.5,8.52,0.59,0.12,max
3.688,179,42.8,8.28,0.462,0.617,max
3.285,138,32.5,7.04,0.533,0.881,med
4.498,295,42.6,6.51,0.613,0.547,med
0.202,36,23.8,7.06,1.108,0.948,min
4.062,228,31.0,5.63,0.314,1.04,med
3.747,173,27.4,5.92,0.844,0.317,max
2.574,195,21.3,7.14,0.757,0.506,med
4.194,254,41.8,6.26,0.889,1.011,max
3.386,228,33.0,7.92,0.623,0.113,med
3.656,345,23.2,6.77,1.036,0.154,med
3.488,347,28.2,5.25,0.892,0.655,max
4.401,161,27.8,5.53,1.035,0.412,max
4.654,57,28.6,6.15,0.792,0.843,med
2.305,53,24.3,7.58,0.609,0.657,med
6.033,259,44.4,6.43,0.825,0.972,max
4.145,334,33.3,3.59,0.506,0.352,max
5.23,98,36.3,8.65,0.292,0.466,max
2.813,392,21.5,7.04,1.173,0.799,max
5.142,163,37.5,6.1,0.888,0.612,max
3.791,439,32.0,6.47,1.104,0.435,max
2.897,281,29.7,4.79,1.099,1.084,med
3.933,218,41.8,7.09,1.049,1.055,med
3.486,298,40.0,7.08,0.739,0.806,med
3.735,226,24.0,7.04,0.384,0.755,med
4.381,151,32.3,9.37,0.123,0.346,med
3.6,79,29.8,5.81,0.325,0.291,med
4.425,197,34.5,7.71,0.711,0.55,med
3.219,103,20.3,8.2,0.361,1.079,med
5.405,205,27.3,7.61,0.492,0.881,med
18.811,212,38.0,3.52,0.195,0.413,max
4.356,274,43.8,8.02,0.669,0.966,max
4.599,182,27.5,9.34,1.183,1.051,max
5.957,171,21.6,5.7,0.634,0.721,max
2.544,90,23.7,9.09,0.423,0.245,max
13.373,304,48.9,5.31,0.301,0.181,max
3.643,269,40.7,9.97,0.734,0.999,max
4.917,271,38.2,6.76,0.862,0.178,max
3.826,217,23.4,7.04,0.68,0.38,max
2.816,118,27.0,7.04,0.335,0.457,max
4.837,202,36.7,6.87,0.579,0.802,max
4.893,134,25.1,6.97,1.013,0.479,med
3.74,179,31.2,8.21,0.487,0.853,max
7.207,289,34.5,5.28,0.102,0.244,max
4.476,376,24.8,5.46,0.34,1.121,max
5.203,258,21.3,6.77,0.13,0.174,med
2.293,244,29.0,6.46,0.307,0.54,max
3.588,204,25.2,4.25,0.439,0.165,max
4.46,112,39.5,4.13,0.983,0.702,max
4.605,196,40.6,8.18,0.952,0.304,med
5.553,242,35.0,7.08,0.209,0.929,max
4.519,95,23.8,8.9,0.404,0.649,med
4.915,93,37.7,6.07,0.552,0.54,max
14.048,223,44.6,5.33,0.33,0.1,max
1.682,177,26.5,7.59,0.612,0.707,med
4.557,197,42.7,7.04,1.134,0.501,med
3.268,250,32.6,4.44,0.612,0.402,max
4.707,136,28.8,6.95,0.707,0.754,med
3.137,189,23.0,7.75,0.962,0.759,max
1.442,110,32.1,7.26,0.669,0.589,med
3.904,133,34.0,7.18,0.485,0.668,med
3.55,388,29.9,9.27,1.174,1.049,med
4.035,202,43.0,6.01,0.938,0.513,max
3.78,148,29.9,3.72,0.973,0.473,max
3.049,131,43.6,9.39,0.45,0.663,max
6.031,364,40.1,5.19,0.182,0.381,max
5.37,348,34.1,6.14,0.295,0.839,med
3.511,129,24.5,7.92,0.819,0.567,med
3.377,183,42.4,7.59,0.835,0.932,max
4.765,347,42.7,2.61,0.505,0.333,max
0.78,35,21.4,7.09,0.944,0.787,min
3.981,111,31.2,6.15,0.564,0.514,med
3.55,265,20.2,7.04,0.172,0.82,max
4.664,224,35.2,7.5,0.469,1.031,med
2.6,175,41.0,6.95,0.244,0.407,max
15.972,447,35.5,5.08,0.316,0.388,max
5.164,383,32.6,7.73,0.887,0.541,max
3.33,316,36.3,9.54,0.129,0.694,med
14.623,277,48.1,5.24,0.219,0.142,max
4.713,189,32.7,7.13,1.04,0.506,max
1.918,90,30.7,6.79,0.9,0.372,min
5.075,147,30.1,5.9,0.559,0.725,max
2.991,333,34.3,7.61,1.177,1.15,med
5.429,217,26.5,9.17,0.975,0.197,med
3.936,242,44.5,7.34,1.037,0.881,max
3.86,208,37.7,7.04,0.401,0.52,max
3.416,195,28.4,6.44,0.156,0.436,med
15.146,290,36.1,4.89,0.29,0.14,max
4.242,173,44.6,7.04,0.733,0.92,max
17.276,212,48.1,5.48,0.218,0.134,max
4.636,209,29.0,6.62,0.814,0.951,max
2.957,261,44.1,6.68,1.095,0.328,max
3.949,208,36.1,8.61,0.771,1.06,max
3.838,226,44.1,7.5,0.272,0.9,med
0.116,16,23.8,6.64,1.014,0.836,min
4.581,146,28.5,7.61,0.241,0.616,max
5.465,126,41.6,7.1,0.201,0.108,max
6.253,263,45.8,3.13,0.297,0.227,max
3.622,342,37.9,6.62,0.408,0.389,max
4.166,252,36.3,5.3,0.135,0.961,max
4.033,262,28.5,5.52,0.237,0.582,max
2.551,89,26.3,6.71,0.607,0.565,med
4.167,140,25.2,7.04,0.741,0.346,max
2.201,195,37.3,6.41,0.325,0.957,max
3.619,229,22.1,6.28,0.14,0.542,max
4.104,136,35.0,4.9,0.737,0.408,med
3.603,310,24.7,6.31,0.138,0.879,med
4.125,342,27.5,4.64,1.085,0.603,med
13.388,354,34.7,3.04,0.485,0.201,max
3.786,118,34.1,7.24,0.792,0.795,med
3.58,250,44.9,7.49,0.771,0.535,med
2.434,58,25.2,6.79,0.607,0.784,med
3.841,302,37.1,7.04,0.709,1.048,med
4.107,310,38.1,7.46,0.215,0.613,max
3.473,196,24.3,6.24,1.01,0.761,max
4.422,245,33.6,7.03,1.139,0.986,max
5.13,174,40.7,8.21,0.214,0.69,med
3.777,139,39.3,8.77,0.597,0.611,max
3.302,205,41.7,7.04,0.986,0.435,max
0.345,30,20.8,6.98,1.013,0.771,min
4.286,290,44.7,5.02,0.136,0.463,max
3.669,219,30.4,6.58,0.834,0.673,max
3.266,166,41.9,6.92,0.781,1.092,med
8.586,427,45.9,3.78,0.264,0.134,max
6.965,381,47.4,3.11,0.394,0.187,max
5.076,198,33.0,4.94,0.592,0.876,med
2.358,105,24.0,6.25,0.759,0.84,med
4.527,212,39.7,6.54,0.835,0.473,max
2.881,268,22.8,7.52,0.734,0.993,max
3.728,244,41.2,5.96,1.131,0.44,max
3.865,296,30.0,5.84,0.851,0.45,med
4.048,235,35.6,5.58,0.314,0.884,max
3.592,122,28.4,7.37,0.612,0.778,med
4.168,358,38.4,7.72,0.795,0.643,max
4.087,150,44.2,4.41,0.308,0.339,max
3.764,244,20.8,4.27,0.937,0.441,max
0.627,28,24.5,7.29,0.861,0.875,min
4.304,166,22.4,7.04,0.52,1.029,med
3.747,135,20.2,7.22,1.197,0.53,max
13.626,262,41.6,3.78,0.271,0.308,max
2.713,137,26.1,6.36,1.04,0.675,med
12.074,268,35.8,3.83,0.476,0.187,max
4.343,170,43.2,7.99,0.656,0.841,med
2.786,220,34.8,8.37,1.1,0.383,max
3.4,87,31.5,7.04,1.043,0.721,min
3.932,218,42.5,6.59,0.427,0.722,med
5.213,277,40.6,4.73,0.393,0.448,max
3.419,330,42.7,9.58,0.648,0.931,max
4.016,313,31.0,7.48,0.81,0.142,max
3.668,109,27.9,6.02,0.986,1.062,max
17.8,349,43.3,3.57,0.318,0.328,max
2.309,174,40.5,7.87,0.674,0.667,med
3.853,306,22.7,4.74,0.49,0.97,max
4.181,169,20.3,6.26,0.591,0.317,max
4.187,168,25.7,9.11,0.842,0.548,max
4.025,66,26.2,5.3,0.944,0.94,med
4.366,349,21.7,8.36,0.567,0.559,med
4.063,146,34.3,7.99,1.01,0.197,max
4.404,251,37.4,6.51,0.662,0.228,med
4.732,124,28.8,6.64,0.584,0.597,med
15.238,372,40.3,3.69,0.407,0.141,max
3.861,499,38.7,7.04,0.593,0.285,max
2.506,285,25.9,6.79,1.043,0.131,med
0.761,29,22.1,7.41,0.844,0.947,min
4.039,212,25.5,4.8,1.059,0.213,max
4.569,129,25.7,7.24,0.817,0.577,med
0.495,7,22.8,7.46,0.87,1.026,min
3.919,128,35.1,7.34,0.288,0.233,med
4.594,263,38.1,6.73,0.871,0.671,med
0.808,14,20.9,6.68,0.922,0.96,min
13.747,419,39.2,4.6,0.286,0.126,max
0.615,5,20.5,7.16,0.802,0.814,min
4.097,77,22.8,8.25,0.777,0.539,med
16.433,443,38.8,4.08,0.439,0.195,max
4.279,181,20.5,8.1,0.959,0.557,med
4.637,283,35.9,5.09,0.582,0.884,med
2.788,158,30.3,7.17,0.811,0.795,med
3.061,93,30.4,6.59,0.678,0.951,max
3.813,131,25.7,9.9,1.003,0.445,max
3.355,297,37.8,7.04,0.396,0.992,max
5.759,327,47.2,5.01,0.19,0.14,max
15.891,236,38.1,4.33,0.326,0.29,max
4.691,210,22.1,7.04,0.915,0.117,max
3.625,141,44.3,7.04,0.329,0.398,med
2.739,251,36.4,7.04,0.188,0.566,max
4.498,147,42.1,7.46,0.26,0.909,med
3.161,269,29.8,7.99,0.825,0.322,med
3.62,201,36.4,7.04,0.242,0.495,med
4.376,191,24.9,8.47,0.256,1.022,med
2.914,304,26.9,6.79,0.173,0.75,med
5.288,199,24.9,9.13,0.127,1.008,max
3.414,174,27.6,7.93,0.983,0.114,max
3.752,291,21.6,7.36,0.155,0.937,med
0.519,19,23.2,6.74,0.83,0.802,min
4.445,203,41.8,8.01,0.991,0.766,max
1.487,168,27.0,7.69,0.878,0.51,med
4.532,205,39.0,6.41,0.692,1.09,med
4.046,175,20.3,6.78,1.061,0.625,max
3.484,144,36.5,6.87,0.231,0.534,max
4.343,123,44.9,7.38,0.197,0.596,max
3.724,126,20.6,6.94,0.999,0.669,max
1.275,77,31.3,7.7,0.826,0.724,med
8.895,490,40.3,3.87,0.12,0.071,max
3.21,321,25.5,7.89,0.71,0.877,med
3.636,233,31.2,6.36,1.053,0.199,med
4.034,271,36.9,9.41,0.328,1.004,max
4.634,96,33.4,6.13,1.122,0.5,max
4.392,287,23.9,7.9,0.432,0.293,med
4.858,160,23.9,7.04,0.172,0.611,max
2.747,234,41.3,7.04,1.165,0.541,med
3.256,134,35.1,4.87,0.502,0.638,med
3.187,215,27.4,7.68,0.441,0.25,max
3.337,415,35.3,7.29,0.646,0.963,max
4.681,313,42.1,10.5,0.509,0.222,max
4.17,195,27.5,7.04,0.3,0.956,max
2.601,391,23.5,5.09,0.744,0.526,max
4.238,246,31.8,7.04,0.606,0.674,max
2.526,165,35.5,8.12,0.526,0.986,med
19.364,369,41.7,3.21,0.32,0.202,max
4.069,294,44.1,7.97,0.377,0.965,max
0.312,26,21.1,7.49,1.178,0.766,min
0.872,15,20.7,6.99,1.194,0.847,min
0.94,23,21.9,7.18,0.887,1.13,min
1.988,51,32.0,6.84,0.834,0.779,med
2.566,215,38.2,6.17,0.402,0.124,med
0.881,26,25.0,7.35,0.883,1.122,min
3.223,139,43.6,4.78,0.188,0.548,med
13.076,497,47.6,3.24,0.383,0.188,max
0.242,9,23.2,7.21,0.813,1.124,min
2.047,65,25.8,5.87,0.889,0.754,med
4.097,289,23.8,6.59,0.726,0.289,max
3.729,302,28.5,9.79,0.254,0.896,med
3.987,198,41.7,8.17,0.917,0.645,max
1.681,210,28.6,6.3,0.177,0.818,max
4.492,246,29.9,9.11,0.249,0.517,med
4.435,166,32.4,5.33,0.106,0.911,max
3.802,114,29.3,7.04,0.601,1.101,max
3.152,259,32.2,7.04,0.59,0.174,max
2.195,167,28.9,7.5,0.829,0.793,med
4.002,157,35.4,8.58,0.741,0.966,max
3.097,279,29.3,9.41,0.332,0.402,max
3.423,337,36.4,7.62,0.236,0.817,med
2.433,361,20.8,7.04,0.449,0.576,max
6.065,213,35.4,6.11,0.564,0.668,max
1.514,178,25.7,6.27,0.616,0.799,med
0.229,7,23.9,6.96,0.823,1.148,min
5.458,151,36.8,6.12,0.579,0.199,max
4.375,163,44.8,4.82,0.491,0.862,med
3.182,191,27.4,6.53,0.572,0.443,max
3.758,346,21.8,6.7,1.025,0.995,med
9.763,454,49.1,5.21,0.396,0.161,max
