turbidity,tds,temp,ph,inFlowLpm,outFlowLpm,label
2.42,275.0,33.7,6.99,0.927,0.385,med
6.07,888.6,44.0,9.13,0.767,0.05,max
7.75,644.0,37.7,5.54,0.711,0.219,max
7.52,741.8,49.6,9.41,0.05,0.218,max
2.57,374.8,36.0,6.66,0.865,0.363,med
2.52,502.3,25.0,7.29,0.733,0.942,med
1.0,386.0,25.6,7.54,0.889,0.689,med
0.7,141.8,20.7,6.9,0.634,0.921,min
4.09,488.3,54.5,6.95,0.838,0.34,max
4.72,380.4,30.5,5.91,0.55,0.829,med
1.49,172.9,25.0,7.44,0.847,0.764,min
15.14,498.3,34.2,3.8,0.618,0.081,max
0.05,128.8,20.2,7.29,0.938,1.097,min
5.16,830.9,39.7,10.71,0.602,0.25,max
3.16,430.7,10.0,6.97,0.858,0.849,med
4.72,150.0,23.0,5.54,0.607,0.741,med
5.58,852.6,35.3,9.12,0.529,0.827,max
3.02,510.3,33.9,7.37,0.399,0.64,min
3.55,395.8,23.7,6.4,0.67,0.424,med
0.24,49.4,25.2,7.88,0.553,1.019,min
3.67,224.6,35.0,6.85,0.706,0.349,med
4.9,759.6,37.2,6.56,1.2,0.495,max
1.33,292.1,36.6,7.07,0.758,0.706,med
8.99,388.6,34.0,8.01,0.327,0.096,max
3.7,360.2,30.3,7.44,0.768,0.689,med
1.09,291.4,29.2,8.59,0.663,0.528,med
5.65,829.5,33.7,2.27,0.349,0.264,max
8.58,466.5,41.3,5.17,0.766,0.65,max
1.0,542.8,37.6,5.98,0.654,0.669,med
8.98,390.1,26.4,4.63,0.744,0.181,max
3.88,192.2,27.2,6.28,0.479,0.702,med
13.57,399.2,42.8,6.46,0.425,0.366,max
0.39,122.4,25.9,7.46,0.967,0.985,min
0.31,63.4,17.9,7.45,0.91,0.734,min
7.9,795.5,35.3,7.03,0.05,0.608,max
4.78,544.7,43.6,7.79,0.239,0.065,max
0.18,80.4,25.8,7.24,0.899,0.651,min
0.24,45.9,24.0,7.39,1.004,0.78,min
2.44,481.0,25.0,7.46,1.095,0.635,med
0.28,10.0,22.3,6.86,0.926,1.15,min
5.4,200.6,36.1,6.86,0.784,0.551,med
0.09,34.3,22.0,7.44,0.818,0.826,min
3.67,172.7,19.9,8.08,0.639,0.767,med
0.09,139.4,19.5,6.5,0.981,0.964,min
6.11,683.7,32.1,8.5,0.775,0.385,max
7.58,780.6,48.2,5.18,0.649,0.872,max
11.91,531.5,23.5,5.69,0.379,0.05,max
0.8,63.2,21.6,6.85,1.004,0.791,min
4.95,263.2,29.9,7.54,0.528,0.636,med
0.18,81.7,23.4,7.06,0.864,0.781,min
0.05,115.0,24.8,6.9,0.838,0.917,min
0.17,120.6,18.0,6.6,0.92,0.854,min
1.0,428.7,20.2,6.04,0.298,0.54,med
8.93,677.3,42.8,8.8,0.796,0.698,max
7.13,518.5,49.2,9.58,0.799,0.299,max
6.73,1090.7,37.3,10.68,0.315,0.498,max
6.52,304.4,22.9,5.83,0.74,0.746,med
0.44,133.7,21.6,7.42,0.9,1.034,min
0.09,31.1,21.3,6.63,0.871,0.859,min
2.05,487.7,24.5,7.51,0.831,0.876,med
8.32,849.7,40.9,3.87,0.05,0.609,max
6.62,601.9,30.9,10.56,0.921,0.816,max
4.0,542.9,35.1,4.97,0.517,0.314,max
5.3,870.8,42.5,9.49,0.527,0.883,max
2.26,246.0,28.3,8.07,0.63,0.199,med
1.53,150.0,29.1,7.24,0.757,0.458,med
8.32,494.9,47.3,5.42,0.05,0.406,max
7.39,694.3,33.1,9.78,0.669,0.879,max
6.71,764.4,46.5,6.93,0.298,0.197,max
3.96,348.2,39.8,6.2,0.729,0.564,med
0.09,101.6,24.7,6.92,0.769,1.106,min
0.16,58.0,24.3,7.2,1.006,1.04,min
11.22,350.0,27.4,6.47,0.182,0.244,max
9.94,567.0,47.5,10.46,0.551,0.247,max
0.08,90.2,25.5,6.84,0.551,0.877,min
13.86,694.3,31.0,8.8,0.05,0.1,max
4.02,881.2,24.6,8.8,0.919,0.214,max
3.49,467.1,31.5,7.06,0.796,0.645,med
0.31,154.9,20.6,7.33,0.637,0.918,min
4.39,613.0,23.7,9.45,0.465,0.266,max
4.23,352.5,29.9,7.14,0.475,0.401,med
5.27,290.6,22.2,7.08,0.67,0.528,med
6.55,681.6,35.5,7.11,0.919,0.636,max
1.32,239.1,35.3,7.53,0.577,0.89,med
4.0,725.3,28.8,4.96,1.162,0.46,max
4.88,312.8,24.1,5.92,0.772,0.442,med
9.02,383.8,31.1,7.56,0.099,0.877,max
9.61,567.0,38.9,7.23,0.691,0.509,max
8.12,808.1,44.9,8.8,0.499,0.301,max
3.88,371.5,18.9,6.65,1.023,0.518,med
4.16,370.4,29.7,8.68,0.692,0.801,med
2.3,295.0,30.1,7.34,0.802,0.87,med
0.42,95.0,25.4,7.04,0.785,0.965,min
5.7,492.2,31.0,7.29,0.457,0.601,med
10.47,674.9,40.3,5.15,0.249,0.435,max
0.05,97.8,24.1,7.74,1.003,0.829,min
0.11,37.6,23.4,7.66,0.778,0.905,min
6.15,446.6,48.0,4.45,0.372,0.219,max
8.06,350.0,38.5,6.97,0.05,0.385,max
0.07,96.5,20.6,7.92,0.954,0.909,min
8.37,673.2,47.5,6.49,0.777,0.643,max
4.4,630.7,41.6,4.1,1.147,0.244,max
1.01,360.7,42.0,5.66,0.683,1.038,med
9.72,515.8,49.3,9.71,0.604,0.472,max
14.51,582.2,46.3,3.93,0.798,0.791,max
5.44,161.7,24.8,7.1,0.518,0.566,med
5.81,466.2,31.1,6.51,0.85,0.313,med
0.25,66.3,27.3,6.84,0.672,0.915,min
0.21,115.4,19.5,7.35,0.984,0.866,min
8.41,746.2,48.1,8.87,0.876,0.464,max
1.23,59.5,26.6,6.59,0.742,0.869,min
4.55,240.5,28.9,6.19,0.864,0.678,med
3.42,194.4,33.2,7.74,0.565,0.791,med
4.58,312.0,36.4,6.18,0.734,0.495,med
4.0,634.4,20.6,10.1,1.059,0.843,max
1.01,85.8,21.2,7.03,0.988,0.885,min
0.72,10.0,24.9,7.12,0.949,0.678,min
3.28,472.1,28.0,7.77,0.613,0.689,med
2.14,461.9,23.8,6.06,0.806,0.893,med
4.0,394.8,41.0,7.78,0.487,0.686,max
3.35,449.2,26.6,8.67,0.564,0.527,med
11.01,526.4,34.9,7.1,0.897,0.412,min
2.52,338.0,36.9,7.51,0.374,0.296,med
1.0,351.8,14.6,7.73,0.589,0.219,med
6.68,623.1,33.5,9.24,0.05,0.608,max
2.9,150.0,23.0,6.51,0.977,0.729,med
0.05,10.0,24.4,7.8,0.826,0.775,min
6.77,1011.2,35.6,8.8,0.23,0.456,max
8.06,436.3,36.9,7.19,0.765,0.38,max
0.45,105.2,22.9,7.13,0.934,0.795,min
0.12,120.3,23.5,7.13,0.903,0.902,min
9.07,804.6,26.2,4.5,0.05,0.272,max
3.43,330.1,23.7,7.54,0.39,0.805,med
0.68,42.5,23.0,7.37,1.141,0.807,min
0.05,23.8,20.0,7.34,0.865,0.852,min
1.5,116.6,19.0,6.98,0.893,0.98,min
5.84,344.1,20.5,5.86,0.77,0.572,med
2.58,445.6,28.0,6.82,0.75,0.572,med
6.27,492.9,26.8,6.6,0.906,1.046,med
2.86,551.3,20.4,6.01,0.563,0.481,med
4.94,350.0,40.0,9.82,0.33,0.454,med
0.35,45.8,25.0,6.6,1.058,0.7,min
6.66,441.7,32.7,7.17,0.595,0.802,med
0.32,10.0,23.7,7.23,0.836,0.924,min
11.11,694.3,27.3,7.29,0.556,0.192,max
4.94,355.0,33.4,6.61,0.653,0.793,med
0.22,10.0,25.9,7.49,0.948,0.772,min
1.82,343.6,22.6,6.73,0.969,0.596,med
13.08,933.0,55.0,4.96,0.05,0.258,max
5.79,442.1,36.9,5.95,0.763,0.681,med
0.05,95.0,23.0,6.92,0.999,0.612,min
0.26,20.7,25.8,6.95,0.749,0.736,min
10.54,680.9,47.1,4.52,0.185,0.2,min
0.05,10.0,20.7,7.34,0.868,0.709,min
4.41,316.4,19.7,7.41,0.805,0.172,med
8.4,836.8,35.3,7.12,0.66,0.554,max
0.29,101.4,24.7,6.98,1.189,0.734,min
4.19,459.0,30.0,6.62,0.811,0.822,med
1.5,81.5,22.5,7.16,1.049,1.105,min
2.21,279.6,35.8,6.22,0.725,0.493,med
2.34,532.5,26.1,8.53,0.572,0.245,med
1.31,557.1,31.5,6.74,0.699,0.751,med
4.05,554.9,38.8,8.83,0.685,0.05,max
7.72,567.3,35.2,5.6,0.697,0.05,max
13.24,761.1,37.1,6.64,0.732,0.784,max
6.68,687.3,46.6,5.8,0.571,0.343,max
8.45,930.2,44.4,8.8,0.136,0.067,med
2.61,299.3,20.1,7.24,0.765,0.886,med
0.13,68.6,23.3,7.43,1.196,0.615,min
1.0,181.0,10.0,9.11,0.743,0.465,med
6.24,452.5,34.8,6.55,0.827,0.674,max
7.85,689.7,32.4,10.27,0.548,0.617,max
0.41,32.1,20.4,7.39,0.995,0.779,min
1.46,10.0,24.0,6.79,1.04,0.814,min
0.38,61.6,24.9,6.54,0.89,0.668,min
10.74,350.0,37.8,5.8,0.171,0.602,max
1.72,542.6,34.4,7.0,0.737,0.6,med
4.78,293.0,23.1,6.39,0.411,0.658,med
6.31,769.0,36.5,3.55,1.154,0.325,max
4.24,346.5,16.8,9.2,0.94,0.393,med
3.01,322.8,33.5,6.87,0.905,0.958,med
4.36,428.1,27.3,5.84,0.564,0.88,med
0.6,10.0,23.0,7.54,0.698,0.963,min
4.94,150.0,24.5,6.14,0.337,0.443,med
4.78,414.1,30.0,7.87,0.718,0.847,med
8.81,623.7,33.1,9.35,0.735,0.05,max
0.41,135.3,25.2,7.32,1.095,1.084,min
3.19,600.0,17.0,6.1,0.673,0.61,med
12.79,541.1,30.0,3.51,0.05,0.261,max
0.27,105.5,24.2,6.9,0.858,0.64,min
1.16,600.0,25.5,7.15,0.322,0.638,med
7.46,517.1,29.9,7.5,1.2,0.432,max
0.08,78.3,24.0,7.38,0.985,0.917,min
9.38,989.1,36.0,5.59,0.961,0.05,max
10.89,549.6,31.3,9.04,0.74,0.282,max
10.61,699.8,26.5,5.58,0.185,0.627,max
9.69,554.8,36.4,6.88,0.274,0.29,max
2.88,189.6,16.4,5.86,0.828,0.396,med
7.41,707.3,27.8,5.8,0.65,0.568,max
7.67,764.8,38.7,4.75,0.753,0.085,max
5.01,168.3,29.6,6.73,0.679,0.923,med
8.66,833.0,36.2,10.22,0.137,0.558,max
5.55,951.5,38.7,5.19,0.966,0.843,max
0.66,104.2,20.9,6.5,0.817,0.847,min
9.36,733.7,29.2,5.24,0.693,0.05,max
4.69,508.9,32.1,7.55,0.675,0.805,med
6.74,849.8,47.6,6.65,0.812,0.603,max
12.74,876.3,38.3,6.56,0.33,0.155,max
11.25,630.0,29.8,6.8,0.509,0.479,max
3.28,180.2,41.4,6.65,0.624,0.682,med
0.1,106.6,23.5,7.33,0.947,0.555,min
0.17,152.5,23.8,7.75,0.967,1.015,min
1.49,129.7,16.9,7.27,0.801,0.978,min
0.14,93.1,23.2,7.85,1.193,0.734,min
5.96,627.5,33.8,5.35,0.718,0.363,max
2.69,531.8,27.2,9.07,0.352,0.546,med
1.38,82.3,21.1,7.57,0.909,0.89,min
0.59,122.7,21.8,7.2,0.918,0.599,min
1.62,352.6,33.0,7.15,0.758,0.878,min
4.16,373.4,23.2,6.59,1.092,1.15,med
9.57,968.7,36.1,7.01,0.413,0.35,med
0.95,59.7,26.6,7.19,0.939,1.06,min
0.1,71.9,27.5,7.45,0.746,1.128,min
1.7,189.6,30.7,6.59,0.667,0.578,med
2.29,294.9,26.9,5.5,0.362,0.53,med
4.43,588.3,28.7,6.78,0.648,0.675,med
12.36,606.7,35.8,7.47,0.498,0.481,max
0.09,120.8,22.4,6.52,0.95,1.001,min
4.8,479.8,23.0,6.16,0.963,0.779,med
4.74,446.3,28.6,9.18,0.612,0.47,med
3.95,151.3,31.9,8.47,0.515,0.598,med
0.34,149.9,22.4,7.15,1.051,1.15,min
3.78,462.7,31.7,9.5,0.557,0.7,med
6.43,230.6,23.4,6.29,0.726,0.437,med
10.39,916.8,36.0,4.61,0.573,0.676,max
7.71,777.2,44.1,7.77,0.448,0.238,max
0.13,10.0,21.6,6.95,1.058,0.698,min
2.18,416.0,28.5,7.33,0.745,0.432,med
5.32,550.9,26.8,6.28,0.462,0.827,max
6.49,426.2,48.3,9.36,0.263,0.05,med
9.17,838.9,45.3,9.08,0.42,0.282,max
4.05,230.1,20.5,6.81,0.459,0.438,med
7.51,613.5,38.7,8.87,0.211,0.528,max
3.68,387.7,27.4,7.01,0.583,0.5,med
10.12,822.5,41.4,9.05,1.015,0.065,max
4.06,196.3,22.9,8.14,0.762,0.537,med
5.5,332.1,27.5,8.78,0.875,0.765,med
10.64,1075.7,50.9,9.02,0.544,0.192,max
13.47,736.5,42.2,3.64,0.598,0.221,max
9.96,768.0,40.6,3.09,0.538,0.218,min
10.5,746.7,36.8,4.95,0.631,0.635,max
0.32,10.0,30.0,7.76,0.936,0.895,min
3.29,411.7,23.1,7.15,0.478,0.294,med
6.59,852.5,40.6,10.3,0.38,0.653,max
2.4,373.3,25.8,9.23,0.667,0.717,med
8.94,513.1,39.0,10.8,0.531,0.444,med
0.14,116.5,23.0,6.87,0.999,0.991,min
10.72,757.5,42.6,6.51,0.504,0.415,max
5.29,863.6,32.7,5.8,0.218,0.06,max
5.88,354.6,31.4,6.51,0.742,0.78,med
5.3,676.1,41.3,6.38,0.629,0.345,max
0.18,76.3,23.0,6.5,0.593,0.763,min
0.05,174.2,23.2,6.94,0.766,0.722,min
3.84,340.7,35.8,7.4,0.532,0.514,med
0.65,72.3,24.0,7.68,1.016,0.973,min
3.09,370.5,26.3,6.99,0.61,0.456,med
5.04,239.4,42.0,6.97,0.949,0.419,med
2.4,348.7,23.4,7.54,0.836,1.126,med
11.02,681.7,42.1,9.34,0.742,0.323,max
4.0,647.7,35.9,9.82,0.701,0.05,max
8.01,755.9,31.9,3.54,0.535,0.248,max
2.84,272.5,17.6,7.82,0.23,0.649,med
4.0,784.0,34.7,4.71,0.595,0.421,max
5.3,284.1,29.7,7.16,0.486,0.843,med
0.05,145.0,28.7,6.67,1.198,0.964,min
2.72,412.0,30.2,7.52,0.611,0.698,med
0.08,92.2,18.8,6.89,0.733,1.113,min
3.77,385.3,30.2,6.74,0.956,0.272,med
0.43,53.4,19.3,7.68,1.026,0.956,min
3.35,274.6,32.1,7.92,0.684,0.696,med
0.13,77.4,26.3,7.27,0.61,1.014,min
3.33,355.8,19.6,6.42,0.71,0.503,med
4.0,897.5,31.2,9.9,0.273,0.414,min
4.0,518.4,40.9,4.61,0.781,0.325,max
0.16,72.8,25.5,6.95,1.03,0.444,min
4.0,782.0,47.0,3.31,0.892,0.05,max
0.05,128.2,24.2,6.97,0.777,0.887,min
10.75,619.8,35.6,4.32,0.141,0.708,max
6.92,645.1,55.0,5.1,0.091,0.54,max
10.68,423.0,20.3,3.93,0.581,0.729,max
2.9,280.0,36.4,7.2,0.279,0.515,med
3.21,385.0,30.0,7.15,0.799,0.424,med
5.02,929.1,39.4,7.31,0.05,0.42,max
1.27,198.3,30.0,8.36,0.708,0.692,med
5.12,543.9,29.8,6.23,0.361,0.858,med
4.16,355.0,27.5,8.94,0.846,0.82,med
7.96,350.0,43.8,5.15,1.2,0.098,max
4.33,392.2,25.4,10.16,0.05,0.086,max
1.1,89.7,19.7,7.77,0.883,0.883,min
8.72,842.9,29.3,4.58,0.82,0.521,max
0.59,14.8,30.0,6.99,1.044,0.834,min
5.44,667.0,37.5,4.31,0.304,0.316,max
0.05,170.3,25.3,7.8,0.828,0.743,min
6.28,542.3,34.0,10.03,0.258,0.785,max
0.32,141.6,23.5,6.79,0.86,1.073,min
2.12,317.7,27.5,5.5,0.872,0.1,med
2.13,164.6,32.8,5.5,0.944,0.469,med
6.45,462.8,23.4,7.57,0.724,0.728,med
0.2,10.0,21.1,7.49,0.87,0.78,min
6.86,670.2,46.2,9.98,0.53,0.151,min
0.31,44.4,24.5,6.94,0.944,0.814,min
3.29,249.7,35.0,5.98,0.764,0.733,med
0.1,139.5,22.1,6.93,1.133,0.76,min
6.4,494.1,35.3,6.13,0.184,0.473,max
1.0,362.3,24.2,7.1,0.24,0.684,med
0.64,90.5,26.2,7.1,1.09,0.924,min
0.25,13.9,26.5,6.89,0.772,0.79,min
13.54,811.2,41.7,9.29,0.571,0.452,max
4.0,595.2,34.5,10.8,0.919,0.104,min
8.5,503.5,41.2,6.85,0.455,0.548,max
0.07,10.0,22.4,6.84,0.951,0.602,min
6.4,690.0,54.1,4.08,0.567,0.391,max
1.0,424.7,26.2,6.78,0.637,0.696,med
4.49,377.9,34.0,7.58,0.641,0.557,med
12.81,872.1,37.2,9.08,0.05,0.164,max
2.32,377.2,39.8,7.34,0.627,0.345,med
4.0,516.7,31.9,8.8,0.292,0.05,med
8.04,695.0,43.0,10.32,0.254,0.422,max
7.2,351.3,30.0,7.01,0.318,0.544,max
0.1,86.8,24.3,6.5,1.112,1.051,min
4.0,903.4,40.5,4.09,0.289,0.285,max
0.24,10.0,28.7,7.83,0.814,0.986,med
11.27,528.6,33.9,9.57,0.568,0.465,max
1.65,419.5,33.6,6.56,0.844,0.193,med
1.5,97.8,20.6,7.53,0.934,0.853,min
4.5,164.6,25.8,7.3,0.807,0.949,med
13.92,766.5,34.1,3.91,0.303,0.403,max
5.65,727.0,48.8,3.73,0.64,0.206,max
4.0,645.8,18.6,6.47,0.207,0.804,max
5.07,762.4,26.0,9.84,0.215,0.198,max
0.14,46.1,24.3,7.33,0.921,0.68,min
1.3,45.4,15.0,7.48,0.862,1.077,min
0.16,118.5,30.0,7.05,0.706,0.789,min
0.09,57.2,24.0,7.55,0.843,0.562,min
4.43,391.6,21.9,5.5,1.007,0.933,med
7.0,479.4,34.9,5.54,0.559,0.665,min
6.11,868.4,39.3,9.64,0.05,0.711,max
6.47,372.3,28.5,7.85,0.327,0.656,med
0.18,106.2,24.8,6.56,1.094,0.947,min
7.07,871.7,37.6,9.28,0.465,0.265,max
10.83,398.0,36.0,8.91,1.107,0.467,min
2.99,457.2,21.7,7.39,0.532,0.548,med
11.32,807.6,37.1,10.71,0.648,0.237,max
0.2,84.3,23.8,6.95,0.869,0.776,min
8.28,982.9,37.7,7.04,0.271,0.244,max
7.75,560.0,34.6,8.8,0.535,0.588,med
0.7,171.7,24.1,6.83,1.0,1.009,min
0.27,10.0,18.3,7.0,0.843,0.629,min
0.06,43.8,26.0,6.92,0.669,0.826,min
6.36,776.7,30.2,7.2,0.729,0.64,max
2.18,327.7,28.1,7.88,1.022,0.313,med
7.07,939.5,31.9,8.8,0.311,0.39,max
3.97,375.8,34.7,7.68,0.739,0.954,med
1.66,268.4,29.1,9.4,0.527,1.058,med
4.99,357.9,25.2,6.82,0.351,0.614,med
7.13,764.2,35.4,3.94,0.506,0.77,max
7.63,687.8,31.9,9.73,0.369,0.779,max
14.21,629.8,38.2,4.81,0.419,0.376,max
8.91,350.0,45.6,8.8,0.76,0.524,max
12.33,549.7,22.9,8.8,0.546,0.311,max
16.21,585.6,45.7,7.02,0.289,0.776,max
14.34,392.2,32.6,7.15,0.05,0.471,max
8.01,743.5,35.4,9.19,0.902,0.508,max
2.8,282.6,25.6,5.5,0.708,0.807,med
0.11,65.1,22.7,7.18,0.843,1.052,med
4.68,391.0,39.7,6.42,0.05,0.552,max
0.05,71.2,23.1,8.25,1.073,1.024,min
0.45,79.6,25.8,7.22,0.963,0.78,min
0.21,76.9,18.3,7.36,1.002,0.726,min
9.62,547.3,25.6,4.6,0.361,0.05,max
2.01,488.3,39.4,7.39,0.921,0.601,med
0.22,118.5,20.9,7.2,0.909,1.139,min
9.12,742.3,32.4,9.44,0.398,0.47,max
0.48,144.0,18.9,6.82,0.977,0.927,min
5.9,562.5,42.0,6.75,0.072,0.05,med
4.58,337.9,39.4,7.34,0.628,0.6,med
8.81,527.2,46.0,7.46,1.011,0.05,max
3.72,352.2,38.7,6.63,0.694,0.943,med
4.17,345.4,36.1,7.37,0.404,0.204,min
8.66,734.1,27.7,5.36,0.259,0.593,max
0.46,110.8,17.7,6.85,0.822,0.636,min
1.06,42.2,25.5,7.12,0.86,0.549,min
2.33,364.1,25.9,7.84,0.669,0.638,med
2.87,514.5,28.4,8.93,0.848,0.521,med
10.89,469.7,39.2,5.7,0.05,0.475,max
5.11,846.3,48.3,3.62,0.254,0.693,max
3.05,540.5,30.4,7.17,0.867,0.724,med
7.49,549.7,45.3,7.46,0.613,0.352,max
0.16,232.0,21.9,7.33,0.988,1.043,min
3.61,382.8,19.1,7.16,0.714,0.469,max
4.18,342.1,29.6,5.93,0.819,0.527,med
4.0,661.6,39.6,9.87,0.301,0.33,max
0.1,50.9,21.9,6.68,0.966,0.635,min
7.0,340.5,34.7,7.96,0.404,0.712,med
1.84,510.1,24.7,5.75,0.614,0.602,med
9.5,820.6,38.5,8.8,0.291,0.05,max
0.2,56.3,22.5,6.9,0.78,1.101,min
5.96,424.6,27.2,7.03,0.269,0.05,max
2.8,225.0,34.0,7.55,0.865,0.305,med
0.38,139.2,20.3,7.23,0.802,0.801,min
2.81,346.6,29.6,6.4,0.914,0.608,med
0.12,94.0,25.2,6.82,1.031,1.067,min
0.36,46.8,24.1,6.5,0.994,0.983,min
0.22,27.6,25.4,7.08,0.779,0.699,min
0.36,65.3,24.3,6.93,0.773,0.883,min
0.47,126.8,19.7,7.04,0.734,0.818,min
0.75,42.7,21.9,7.58,1.118,0.904,min
0.47,63.1,23.3,7.26,0.894,0.86,min
6.49,500.0,31.9,3.99,0.386,0.24,min
3.66,221.8,25.9,6.78,0.43,0.482,med
1.6,493.5,24.3,6.66,0.99,0.426,med
11.16,573.0,43.8,10.16,0.666,0.236,max
6.31,826.3,24.7,4.05,1.12,0.186,max
10.49,488.5,40.8,8.8,0.877,0.566,max
3.0,324.5,28.0,6.23,0.422,0.878,med
5.19,379.2,24.3,7.29,0.765,0.547,med
0.51,65.7,23.8,7.3,1.108,0.701,min
5.72,554.3,44.5,3.3,0.385,0.359,max
0.24,191.1,22.2,7.13,0.966,0.849,min
10.0,376.9,34.8,4.58,0.735,0.385,max
0.05,115.3,25.0,7.07,0.921,0.928,min
4.37,308.2,39.6,7.74,0.949,0.533,med
2.54,383.9,31.8,6.87,0.757,0.642,med
4.0,959.2,32.2,10.16,1.039,0.51,max
4.61,528.2,34.7,7.5,0.917,0.307,med
4.99,589.7,31.1,7.44,1.104,0.431,max
0.23,33.7,28.0,7.07,0.852,0.898,min
3.63,327.3,17.9,6.23,0.749,0.6,med
7.09,350.0,44.9,3.74,0.91,0.05,max
0.05,149.8,25.9,7.4,0.928,1.0,min
5.19,571.6,51.7,6.66,0.504,0.777,max
10.56,1063.8,32.8,8.9,0.322,0.677,max
0.14,151.0,28.0,6.81,1.111,0.777,min
0.24,113.2,27.6,7.83,0.858,1.035,min
2.16,462.5,36.9,7.94,0.898,0.538,med
2.35,150.0,29.4,6.75,0.478,0.314,med
4.34,150.0,29.7,6.23,0.919,0.361,max
0.19,49.6,24.4,7.75,1.09,0.956,min
4.83,687.6,24.4,9.35,0.28,0.565,max
10.54,649.5,25.1,9.46,0.535,0.28,max
3.14,333.9,22.5,8.06,0.488,0.623,med
0.05,89.8,19.8,7.15,0.991,0.999,min
0.07,87.1,19.3,7.58,1.153,1.1,med
4.22,435.9,25.0,7.3,0.65,0.623,med
3.55,193.6,19.2,7.49,0.874,0.688,med
3.34,336.1,33.2,7.61,0.784,0.1,med
3.36,543.5,23.8,7.06,0.984,0.704,med
9.76,446.5,35.1,6.73,0.05,0.238,max
4.92,448.5,28.0,5.5,0.942,0.517,med
5.74,960.7,38.4,7.66,0.489,0.623,max
0.29,10.0,20.9,7.79,0.847,0.983,min
0.05,54.3,25.4,7.52,0.969,0.962,min
0.84,10.0,20.1,7.66,1.091,1.008,min
3.85,257.0,40.9,8.44,0.552,0.625,med
2.92,311.0,26.8,6.85,0.544,0.679,med
0.33,129.4,26.7,7.65,0.821,0.94,min
10.26,757.5,39.4,9.22,0.647,0.224,max
7.23,862.8,50.7,9.6,0.929,0.631,max
4.89,200.4,28.2,7.14,0.631,0.804,med
3.08,273.6,37.3,5.58,0.723,0.628,med
11.37,677.3,40.3,6.42,0.297,0.05,max
0.06,57.8,21.4,7.32,0.675,1.042,min
10.03,1004.9,50.0,6.81,0.278,0.298,max
0.52,97.6,21.4,7.57,0.976,0.698,min
4.0,666.3,36.8,6.63,0.498,0.657,max
0.08,31.3,22.2,6.84,0.946,1.05,min
0.14,44.8,22.4,6.91,1.196,0.616,min
11.53,571.3,41.1,8.8,0.123,0.074,max
1.31,78.9,18.0,6.77,0.751,0.865,min
1.0,227.6,33.9,6.75,0.742,0.381,med
4.23,313.8,42.0,6.77,0.654,0.491,med
1.4,68.5,19.7,7.29,1.083,0.773,min
0.21,100.9,21.8,7.61,0.916,1.15,min
8.47,350.0,47.8,7.15,0.244,0.085,max
5.52,767.3,37.5,6.21,0.671,0.279,max
6.63,867.4,34.4,2.81,0.05,0.747,max
7.67,920.9,36.5,6.8,0.329,0.288,max
1.4,10.0,24.1,7.28,0.976,1.067,min
7.8,899.5,38.2,5.25,0.597,0.685,min
5.59,324.5,28.2,7.02,0.513,0.666,med
10.5,602.9,41.8,10.39,0.366,0.506,max
5.53,507.0,36.4,10.95,0.675,0.065,max
0.08,29.4,23.1,7.31,0.733,1.03,min
4.16,246.2,13.6,7.35,0.67,0.537,min
0.57,131.7,19.8,8.03,0.782,0.954,min
0.1,117.7,25.7,7.46,0.746,0.777,min
2.77,367.2,21.5,7.34,0.608,0.859,med
6.43,359.4,35.1,7.51,0.923,0.1,med
0.06,49.2,24.5,6.51,0.732,0.858,min
9.5,545.6,28.9,6.7,0.189,0.297,max
4.49,600.0,30.9,6.08,0.627,0.656,med
8.8,715.7,43.0,9.52,0.592,0.05,max
0.54,105.3,21.2,7.48,1.077,0.938,min
5.7,656.3,40.6,2.79,1.049,0.368,max
0.29,45.4,20.8,6.51,0.694,0.818,min
6.28,722.2,31.8,9.83,0.664,0.606,max
7.81,786.2,38.1,6.99,0.418,0.111,max
11.07,545.1,33.7,8.8,0.343,0.643,max
8.57,532.2,22.5,3.3,0.398,0.279,max
3.11,552.1,18.9,8.76,0.628,0.574,med
5.94,516.8,39.3,8.81,0.342,0.149,max
0.29,109.5,20.0,7.02,0.998,0.917,min
4.85,341.5,27.1,7.48,1.004,0.67,med
0.33,50.3,15.0,7.04,0.935,0.957,min
0.05,174.9,20.4,6.65,1.039,1.136,min
2.73,457.7,35.5,8.19,0.537,0.419,med
0.43,194.6,25.4,7.11,1.029,0.92,min
0.51,62.3,26.6,7.19,1.146,0.986,min
2.46,455.5,22.9,5.78,0.755,0.613,med
3.57,405.6,30.3,6.64,0.869,0.606,med
0.05,26.6,24.9,6.84,1.136,0.715,min
0.51,114.4,17.7,8.03,0.854,0.864,min
0.17,10.0,25.7,6.5,0.994,0.819,min
5.24,490.7,23.0,7.1,0.222,0.565,max
4.0,781.5,28.4,4.75,0.565,0.468,max
0.64,105.6,18.3,7.22,0.972,0.959,min
4.3,340.1,28.2,8.09,0.852,1.034,med
8.43,510.1,28.2,7.62,0.91,0.05,max
0.13,10.0,15.0,7.42,1.2,0.872,min
0.37,88.6,23.1,7.88,0.807,0.879,min
4.13,506.6,31.6,5.5,0.961,0.677,med
5.76,411.4,31.6,5.92,0.848,0.705,med
7.35,974.5,36.9,7.18,0.838,0.364,max
0.48,58.2,23.9,6.91,0.765,0.754,min
11.6,770.4,38.5,3.69,0.093,0.523,max
4.85,459.8,26.6,5.5,0.749,0.466,med
3.08,363.5,23.5,5.72,0.692,0.993,med
